week_id,pipeline,gen_model,day_evaluated,fact_id,fact_day,fact_type,fact_text,verdict_strict,evidence_strict,verdict_lenient,evidence_lenient
4,neutral,openai-4.1-mini,7,f03,1,emotional,felt overwhelmed by the complexity of the investigation.,NO,,YES,faced challenges in synthesizing complex political information
4,neutral,openai-4.1-mini,7,f04,1,named_entity,visited the Istanbul Metropolitan Municipality to gather information.,NO,,NO,
4,neutral,openai-4.1-mini,7,f05,2,relational,argued with editor Selin about the direction of the article.,YES,following a dispute with Selin over the article’s tone,YES,following a dispute with Selin over the article’s tone
4,neutral,openai-4.1-mini,7,f06,2,quantitative,interviewed 3 local politicians.,NO,,NO,
4,neutral,openai-4.1-mini,7,f07,2,emotional,felt frustrated by the lack of transparency from the officials.,YES,frustrations with political opacity,YES,earlier frustrations with political opacity
4,neutral,openai-4.1-mini,7,f08,3,named_entity,attended a press conference at the Turkish Parliament.,NO,,NO,
4,neutral,openai-4.1-mini,7,f09,3,quantitative,spent 5 hours writing notes and drafting the article.,YES,intense workload of about ten hours spent writing and editing,YES,intense workload of about ten hours spent writing and editing
4,neutral,openai-4.1-mini,7,f10,3,emotional,felt inspired by the passionate speeches of some lawmakers.,NO,,NO,
4,neutral,openai-4.1-mini,7,f11,4,relational,"reconnected with a fellow journalist, Elif, for insights on the investigation.",YES,Interaction with fellow journalist Elif on Day 4 provided emotional support and practical insights,YES,Interaction with fellow journalist Elif on Day 4 provided emotional support and practical insights
4,neutral,openai-4.1-mini,7,f12,4,quantitative,"worked late, clocking in 10 hours of writing and editing.",NO,,NO,
4,neutral,openai-4.1-mini,7,f13,4,emotional,felt a sense of camaraderie discussing the challenges of freelance work.,NO,,YES,provided emotional support and practical insights
4,neutral,openai-4.1-mini,7,f14,5,named_entity,"met with the local activist group, Voices for Democracy.",YES,meeting with the local activist group Voices for Democracy,YES,meeting with the local activist group Voices for Democracy
4,neutral,openai-4.1-mini,7,f15,5,relational,discussed potential collaboration on covering local protests.,YES,discuss collaboration on covering local protests,YES,discuss collaboration on covering local protests
4,neutral,openai-4.1-mini,7,f16,5,emotional,felt hopeful about the growing civic engagement.,YES,expressed optimism about this partnership,YES,expressed optimism about this partnership
4,neutral,openai-4.1-mini,7,f17,6,quantitative,submitted 2 articles to different editors.,YES,submitted two articles covering different angles of Istanbul’s political scene to two editors,YES,submitted two articles covering different angles of Istanbul’s political scene
4,neutral,openai-4.1-mini,7,f18,6,relational,"received feedback from editor Fikret, which was mostly positive.",YES,Feedback from editor Fikret was mostly positive,YES,Feedback from editor Fikret was mostly positive
4,neutral,openai-4.1-mini,7,f19,6,emotional,felt a mix of relief and anxiety waiting for final approvals.,YES,balancing relief with anxiety while awaiting final approvals,YES,balancing relief with anxiety while awaiting final approvals
4,neutral,openai-4.1-mini,7,f20,7,named_entity,visited Taksim Square to gather public opinion on recent political changes.,YES,visited Taksim Square to gather public opinion on recent political changes,YES,visited Taksim Square to gather public opinion on recent political changes
4,neutral,openai-4.1-mini,7,f21,7,quantitative,interviewed 5 citizens for their views.,YES,interviewing five citizens,YES,interviewing five citizens
4,neutral,openai-4.1-mini,7,f22,7,emotional,felt energized by the diverse perspectives shared by the public.,YES,felt energized by the public’s passionate engagement,YES,Star felt energized by the public’s passionate engagement
4,stylized,openai-4.1-mini,7,f01,1,relational,met with editor Ahmet to discuss the upcoming article on local elections.,NO,,NO,
4,stylized,openai-4.1-mini,7,f02,1,quantitative,spent 4 hours researching political party platforms.,NO,,NO,
4,stylized,openai-4.1-mini,7,f03,1,emotional,felt overwhelmed by the complexity of the investigation.,NO,,NO,
4,stylized,openai-4.1-mini,7,f04,1,named_entity,visited the Istanbul Metropolitan Municipality to gather information.,NO,,NO,
4,stylized,openai-4.1-mini,7,f05,2,relational,argued with editor Selin about the direction of the article.,NO,,NO,
4,stylized,openai-4.1-mini,7,f06,2,quantitative,interviewed 3 local politicians.,YES,Engaging directly with five diverse citizens,YES,Engaging directly with five diverse citizens
4,stylized,openai-4.1-mini,7,f07,2,emotional,felt frustrated by the lack of transparency from the officials.,NO,,NO,
4,stylized,openai-4.1-mini,7,f08,3,named_entity,attended a press conference at the Turkish Parliament.,NO,,NO,
4,stylized,openai-4.1-mini,7,f09,3,quantitative,spent 5 hours writing notes and drafting the article.,YES,the grueling 10-hour writing marathons,YES,the grueling 10-hour writing marathons
4,stylized,openai-4.1-mini,7,f10,3,emotional,felt inspired by the passionate speeches of some lawmakers.,NO,,NO,
4,stylized,openai-4.1-mini,7,f11,4,relational,"reconnected with a fellow journalist, Elif, for insights on the investigation.",NO,,NO,
4,stylized,openai-4.1-mini,7,f12,4,quantitative,"worked late, clocking in 10 hours of writing and editing.",NO,,NO,
4,stylized,openai-4.1-mini,7,f13,4,emotional,felt a sense of camaraderie discussing the challenges of freelance work.,NO,,NO,
4,stylized,openai-4.1-mini,7,f14,5,named_entity,"met with the local activist group, Voices for Democracy.",YES,the fiery alliance with Voices for Democracy,YES,the fiery alliance with Voices for Democracy
4,stylized,openai-4.1-mini,7,f15,5,relational,discussed potential collaboration on covering local protests.,NO,,NO,
4,stylized,openai-4.1-mini,7,f16,5,emotional,felt hopeful about the growing civic engagement.,NO,,YES,a mosaic of hope
4,stylized,openai-4.1-mini,7,f17,6,quantitative,submitted 2 articles to different editors.,YES,the dual articles already submitted,YES,the dual articles already submitted
4,stylized,openai-4.1-mini,7,f18,6,relational,"received feedback from editor Fikret, which was mostly positive.",NO,,NO,
4,stylized,openai-4.1-mini,7,f19,6,emotional,felt a mix of relief and anxiety waiting for final approvals.,NO,,NO,
4,stylized,openai-4.1-mini,7,f20,7,named_entity,visited Taksim Square to gather public opinion on recent political changes.,YES,today’s daring venture into the city’s bustling epicenter: Taksim Square,YES,Taksim Square
4,stylized,openai-4.1-mini,7,f21,7,quantitative,interviewed 5 citizens for their views.,YES,Engaging directly with five diverse citizens,YES,Engaging directly with five diverse citizens
4,stylized,openai-4.1-mini,7,f22,7,emotional,felt energized by the diverse perspectives shared by the public.,NO,,YES,energized by the diverse perspectives
4,decoupled,openai-4.1-mini,7,f01,1,relational,met with editor Ahmet to discuss the upcoming article on local elections.,YES,high-stakes meeting alongside editor Ahmet,YES,high-stakes meeting alongside editor Ahmet
4,decoupled,openai-4.1-mini,7,f02,1,quantitative,spent 4 hours researching political party platforms.,YES,four hours devoted to dissecting political party platforms,YES,four hours devoted to dissecting political party platforms
4,decoupled,openai-4.1-mini,7,f03,1,emotional,felt overwhelmed by the complexity of the investigation.,YES,left her feeling both overwhelmed and determined,YES,left her feeling both overwhelmed and determined
4,decoupled,openai-4.1-mini,7,f04,1,named_entity,visited the Istanbul Metropolitan Municipality to gather information.,YES,Starting her fact-finding mission at the Istanbul Metropolitan Municipality,YES,Starting her fact-finding mission at the Istanbul Metropolitan Municipality
4,decoupled,openai-4.1-mini,7,f05,2,relational,argued with editor Selin about the direction of the article.,YES,intense clash with editor Selin over the article’s direction,YES,intense clash with editor Selin over the article’s direction
4,decoupled,openai-4.1-mini,7,f06,2,quantitative,interviewed 3 local politicians.,YES,interviewing three local politicians,YES,interviewing three local politicians
4,decoupled,openai-4.1-mini,7,f07,2,emotional,felt frustrated by the lack of transparency from the officials.,YES,Frustration mounted after interviewing three local politicians whose evasive answers only deepened the story’s shadows,YES,Frustration mounted after interviewing three local politicians whose evasive answers only deepened the story’s shadows
4,decoupled,openai-4.1-mini,7,f08,3,named_entity,attended a press conference at the Turkish Parliament.,YES,at the Turkish Parliament press conference,YES,at the Turkish Parliament press conference
4,decoupled,openai-4.1-mini,7,f09,3,quantitative,spent 5 hours writing notes and drafting the article.,YES,spent five hours pouring over notes and drafts,YES,spent five hours pouring over notes and drafts
4,decoupled,openai-4.1-mini,7,f10,3,emotional,felt inspired by the passionate speeches of some lawmakers.,YES,lawmakers’ fiery speeches ignited a fresh wave of inspiration,YES,lawmakers’ fiery speeches ignited a fresh wave of inspiration
4,decoupled,openai-4.1-mini,7,f11,4,relational,"reconnected with a fellow journalist, Elif, for insights on the investigation.",YES,Thursday’s reunion with fellow journalist Elif,YES,Thursday’s reunion with fellow journalist Elif brought a welcome reprieve
4,decoupled,openai-4.1-mini,7,f12,4,quantitative,"worked late, clocking in 10 hours of writing and editing.",YES,plunged into ten more hours of writing and editing,YES,ten more hours of writing and editing
4,decoupled,openai-4.1-mini,7,f13,4,emotional,felt a sense of camaraderie discussing the challenges of freelance work.,YES,nurtured a sense of camaraderie that lightened the week’s weight,YES,nurtured a sense of camaraderie that lightened the week’s weight
4,decoupled,openai-4.1-mini,7,f14,5,named_entity,"met with the local activist group, Voices for Democracy.",YES,meeting with the local activist group Voices for Democracy,YES,meeting with the local activist group Voices for Democracy
4,decoupled,openai-4.1-mini,7,f15,5,relational,discussed potential collaboration on covering local protests.,YES,Discussing potential collaboration to cover grassroots protests,YES,Discussing potential collaboration to cover grassroots protests
4,decoupled,openai-4.1-mini,7,f16,5,emotional,felt hopeful about the growing civic engagement.,YES,felt invigorated by the burgeoning civic engagement,YES,felt invigorated by the burgeoning civic engagement
4,decoupled,openai-4.1-mini,7,f17,6,quantitative,submitted 2 articles to different editors.,YES,submit two articles—each a different lens on Istanbul’s political landscape—to separate editors,YES,submit two articles—each a different lens on Istanbul’s political landscape—to separate editors
4,decoupled,openai-4.1-mini,7,f18,6,relational,"received feedback from editor Fikret, which was mostly positive.",YES,Editor Fikret’s mostly positive response offered a glimmer of validation,YES,Editor Fikret’s mostly positive response offered a glimmer of validation
4,decoupled,openai-4.1-mini,7,f19,6,emotional,felt a mix of relief and anxiety waiting for final approvals.,YES,awaiting feedback with a cocktail of relief and anxiety,YES,awaiting feedback with a cocktail of relief and anxiety
4,decoupled,openai-4.1-mini,7,f20,7,named_entity,visited Taksim Square to gather public opinion on recent political changes.,YES,"a return to Taksim Square on Sunday allowed her to capture the raw, diverse perspectives",YES,"a return to Taksim Square on Sunday allowed her to capture the raw, diverse perspectives"
4,decoupled,openai-4.1-mini,7,f21,7,quantitative,interviewed 5 citizens for their views.,YES,diverse perspectives of five citizens grappling with recent political shifts,YES,diverse perspectives of five citizens grappling with recent political shifts
4,decoupled,openai-4.1-mini,7,f22,7,emotional,felt energized by the diverse perspectives shared by the public.,YES,This immersive experience left her energized,YES,This immersive experience left her energized
5,neutral,openai-4.1-mini,7,f01,1,quantitative,spent 5 hours at the library reviewing literature for her thesis,YES,five-hour library session reviewing recent studies,YES,five-hour library session reviewing recent studies
5,neutral,openai-4.1-mini,7,f02,1,emotional,felt overwhelmed by the amount of work left to do,YES,felt overwhelmed by deadlines,YES,felt overwhelmed by deadlines
5,neutral,openai-4.1-mini,7,f03,1,named_entity,attended a seminar on climate change at the University of Delhi,YES,"Support from her advisor, Dr. Mehta, during a University of Delhi climate change seminar",YES,"Support from her advisor, Dr. Mehta, during a University of Delhi climate change seminar"
5,neutral,openai-4.1-mini,7,f04,1,relational,"discussed her thesis topic with her advisor, Dr. Mehta",YES,"Support from her advisor, Dr. Mehta",YES,"Support from her advisor, Dr. Mehta"
5,neutral,openai-4.1-mini,7,f05,2,quantitative,wrote 1200 words of her thesis,YES,"wrote approximately 1,200 words on climate change's effects on marine ecosystems",YES,"wrote approximately 1,200 words"
5,neutral,openai-4.1-mini,7,f06,2,named_entity,visited the Indian National Centre for Ocean Information Services,YES,gathered ocean data at the Indian National Centre for Ocean Information Services,YES,gathered ocean data at the Indian National Centre for Ocean Information Services
5,neutral,openai-4.1-mini,7,f07,2,emotional,felt excited about the upcoming fieldwork in Goa,YES,maintaining enthusiasm for her Goa trip,YES,maintaining enthusiasm for her Goa trip
5,neutral,openai-4.1-mini,7,f08,3,quantitative,spent 3 hours preparing her presentation for the thesis defense,NO,,YES,focused on preparing her thesis defense presentation
5,neutral,openai-4.1-mini,7,f09,3,relational,had a video call with her friend Priya who is also working on a marine biology project,YES,aided by encouragement from her friend Priya,YES,encouragement from her friend Priya
5,neutral,openai-4.1-mini,7,f10,3,emotional,felt nervous about presenting her research findings,NO,,NO,
5,neutral,openai-4.1-mini,7,f11,4,named_entity,met with her study group at a café in Connaught Place,YES,collaborative review of fifteen key research papers with her study group in Connaught Place,YES,collaborative review of fifteen key research papers with her study group in Connaught Place
5,neutral,openai-4.1-mini,7,f12,4,quantitative,reviewed 15 research papers,YES,review of fifteen key research papers,YES,review of fifteen key research papers
5,neutral,openai-4.1-mini,7,f13,4,relational,collaborated with her classmates on a group project,YES,collaborative review of fifteen key research papers with her study group,YES,collaborative review of fifteen key research papers
5,neutral,openai-4.1-mini,7,f14,5,emotional,felt a sense of accomplishment after finishing the first draft of her thesis,YES,completed her thesis’s first draft,YES,completed her thesis’s first draft
5,neutral,openai-4.1-mini,7,f15,5,quantitative,spent 2 hours discussing her thesis with her mentor,YES,refined arguments with her mentor,YES,refined arguments with her mentor
5,neutral,openai-4.1-mini,7,f16,5,named_entity,visited the Marine Research Institute in Delhi,YES,following a visit to the Marine Research Institute in Delhi,YES,visit to the Marine Research Institute in Delhi
5,neutral,openai-4.1-mini,7,f17,6,relational,"reconnected with her high school friend, Riya, who is now studying environmental science",NO,,NO,
5,neutral,openai-4.1-mini,7,f18,6,quantitative,worked on her thesis for 8 hours straight,YES,dedicating eight hours to thesis work,YES,dedicating eight hours to thesis work
5,neutral,openai-4.1-mini,7,f19,6,emotional,felt relieved after receiving positive feedback from her advisor,YES,buoyed by Dr. Mehta’s praise of her data analysis,YES,buoyed by Dr. Mehta’s praise of her data analysis
5,neutral,openai-4.1-mini,7,f20,7,named_entity,went for a walk at India Gate to clear her mind,YES,took a reflective walk at India Gate,YES,took a reflective walk at India Gate
5,neutral,openai-4.1-mini,7,f21,7,quantitative,spent 4 hours finalizing her thesis outline,YES,spent about four hours finalizing her thesis outline,YES,spent about four hours finalizing her thesis outline
5,neutral,openai-4.1-mini,7,f22,7,emotional,felt hopeful about completing her thesis on time,YES,expressed hopefulness about completing her thesis on time,YES,expressed hopefulness about completing her thesis on time
5,stylized,openai-4.1-mini,7,f01,1,quantitative,spent 5 hours at the library reviewing literature for her thesis,NO,,NO,
5,stylized,openai-4.1-mini,7,f02,1,emotional,felt overwhelmed by the amount of work left to do,NO,,NO,
5,stylized,openai-4.1-mini,7,f03,1,named_entity,attended a seminar on climate change at the University of Delhi,NO,,NO,
5,stylized,openai-4.1-mini,7,f04,1,relational,"discussed her thesis topic with her advisor, Dr. Mehta",NO,,NO,
5,stylized,openai-4.1-mini,7,f05,2,quantitative,wrote 1200 words of her thesis,NO,,NO,
5,stylized,openai-4.1-mini,7,f06,2,named_entity,visited the Indian National Centre for Ocean Information Services,NO,,NO,
5,stylized,openai-4.1-mini,7,f07,2,emotional,felt excited about the upcoming fieldwork in Goa,NO,,NO,
5,stylized,openai-4.1-mini,7,f08,3,quantitative,spent 3 hours preparing her presentation for the thesis defense,NO,,UNCLEAR,
5,stylized,openai-4.1-mini,7,f09,3,relational,had a video call with her friend Priya who is also working on a marine biology project,NO,,UNCLEAR,
5,stylized,openai-4.1-mini,7,f10,3,emotional,felt nervous about presenting her research findings,NO,,NO,
5,stylized,openai-4.1-mini,7,f11,4,named_entity,met with her study group at a café in Connaught Place,NO,,UNCLEAR,
5,stylized,openai-4.1-mini,7,f12,4,quantitative,reviewed 15 research papers,NO,,NO,
5,stylized,openai-4.1-mini,7,f13,4,relational,collaborated with her classmates on a group project,NO,,NO,
5,stylized,openai-4.1-mini,7,f14,5,emotional,felt a sense of accomplishment after finishing the first draft of her thesis,NO,,NO,
5,stylized,openai-4.1-mini,7,f15,5,quantitative,spent 2 hours discussing her thesis with her mentor,NO,,NO,
5,stylized,openai-4.1-mini,7,f16,5,named_entity,visited the Marine Research Institute in Delhi,NO,,NO,
5,stylized,openai-4.1-mini,7,f17,6,relational,"reconnected with her high school friend, Riya, who is now studying environmental science",NO,,YES,the electric camaraderie with Riya
5,stylized,openai-4.1-mini,7,f18,6,quantitative,worked on her thesis for 8 hours straight,NO,,NO,
5,stylized,openai-4.1-mini,7,f19,6,emotional,felt relieved after receiving positive feedback from her advisor,YES,yesterday’s glowing advisor feedback,YES,yesterday’s glowing advisor feedback
5,stylized,openai-4.1-mini,7,f20,7,named_entity,went for a walk at India Gate to clear her mind,YES,found a serene pause beneath the iconic arches of India Gate—a soul-refreshing stroll,YES,found a serene pause beneath the iconic arches of India Gate—a soul-refreshing stroll
5,stylized,openai-4.1-mini,7,f21,7,quantitative,spent 4 hours finalizing her thesis outline,YES,Today’s four-hour deep dive into her thesis outline,YES,Today’s four-hour deep dive into her thesis outline
5,stylized,openai-4.1-mini,7,f22,7,emotional,felt hopeful about completing her thesis on time,YES,"Her tone brims with cautious optimism—hopeful, prepared, and fiercely committed to perfecting every detail.",YES,"Her tone brims with cautious optimism—hopeful, prepared, and fiercely committed to perfecting every detail."
5,decoupled,openai-4.1-mini,7,f01,1,quantitative,spent 5 hours at the library reviewing literature for her thesis,YES,"entrenched for five hours in the library’s hushed aisles, sifting through literature on marine biology",YES,"five hours in the library’s hushed aisles, sifting through literature"
5,decoupled,openai-4.1-mini,7,f02,1,emotional,felt overwhelmed by the amount of work left to do,YES,"the weight of deadlines palpable. “It’s a bit overwhelming, honestly.”",YES,"the weight of deadlines palpable. 'It’s a bit overwhelming, honestly.'"
5,decoupled,openai-4.1-mini,7,f03,1,named_entity,attended a seminar on climate change at the University of Delhi,YES,a seminar on climate change at the university that day set the tone for determination,YES,a seminar on climate change at the university
5,decoupled,openai-4.1-mini,7,f04,1,relational,"discussed her thesis topic with her advisor, Dr. Mehta",YES,"met with her thesis advisor, the ever-steady Dr. Mehta",YES,"met with her thesis advisor, the ever-steady Dr. Mehta"
5,decoupled,openai-4.1-mini,7,f05,2,quantitative,wrote 1200 words of her thesis,YES,"fueling her 1,200-word thesis segment on climate change’s impact on marine ecosystems",YES,"1,200-word thesis segment"
5,decoupled,openai-4.1-mini,7,f06,2,named_entity,visited the Indian National Centre for Ocean Information Services,YES,Tuesday took her into the heart of research at the Indian National Centre for Ocean Information Services,YES,Indian National Centre for Ocean Information Services
5,decoupled,openai-4.1-mini,7,f07,2,emotional,felt excited about the upcoming fieldwork in Goa,YES,Excitement mingled with anxiety as she balanced writing with preparation for her upcoming fieldwork in Goa,YES,Excitement mingled with anxiety as she balanced writing with preparation for her upcoming fieldwork in Goa
5,decoupled,openai-4.1-mini,7,f08,3,quantitative,spent 3 hours preparing her presentation for the thesis defense,YES,A three-hour session crafting presentation visuals,YES,three-hour session crafting presentation visuals
5,decoupled,openai-4.1-mini,7,f09,3,relational,had a video call with her friend Priya who is also working on a marine biology project,YES,"punctuated by a video call with Priya, her fellow marine biology confidante",YES,"a video call with Priya, her fellow marine biology confidante"
5,decoupled,openai-4.1-mini,7,f10,3,emotional,felt nervous about presenting her research findings,YES,nerves about presenting her research were bubbling beneath her excitement,YES,nerves about presenting her research were bubbling beneath her excitement
5,decoupled,openai-4.1-mini,7,f11,4,named_entity,met with her study group at a café in Connaught Place,YES,Thursday’s rendezvous at a quaint café in Connaught Place saw her collaborating with study group members,YES,Thursday’s rendezvous at a quaint café in Connaught Place saw her collaborating with study group members
5,decoupled,openai-4.1-mini,7,f12,4,quantitative,reviewed 15 research papers,YES,they disassembled and debated 15 critical research papers,YES,debated 15 critical research papers
5,decoupled,openai-4.1-mini,7,f13,4,relational,collaborated with her classmates on a group project,YES,collaborating with study group members,YES,collaborating with study group members
5,decoupled,openai-4.1-mini,7,f14,5,emotional,felt a sense of accomplishment after finishing the first draft of her thesis,YES,The first draft of her thesis was complete—a milestone met with profound relief and pride,YES,the first draft of her thesis was complete—a milestone met with profound relief and pride
5,decoupled,openai-4.1-mini,7,f15,5,quantitative,spent 2 hours discussing her thesis with her mentor,YES,"Two hours spent with her mentor, likely Dr. Mehta, refining arguments and dissecting findings",YES,"Two hours spent with her mentor, likely Dr. Mehta, refining arguments"
5,decoupled,openai-4.1-mini,7,f16,5,named_entity,visited the Marine Research Institute in Delhi,YES,An afternoon visit to the Marine Research Institute in Delhi deepened her grasp of local marine ecosystems,YES,visit to the Marine Research Institute in Delhi
5,decoupled,openai-4.1-mini,7,f17,6,relational,"reconnected with her high school friend, Riya, who is now studying environmental science",YES,"Saturday brought a joyful surprise: reconnecting with Riya, a high school friend now studying environmental science",YES,"reconnecting with Riya, a high school friend now studying environmental science"
5,decoupled,openai-4.1-mini,7,f18,6,quantitative,worked on her thesis for 8 hours straight,YES,eight intensive hours were dedicated to finalizing research before heading to Goa,YES,eight intensive hours were dedicated to finalizing research
5,decoupled,openai-4.1-mini,7,f19,6,emotional,felt relieved after receiving positive feedback from her advisor,YES,buoyed by positive feedback from Dr. Mehta on her data analysis. “I felt relieved and motivated to keep pushing forward”,YES,I felt relieved and motivated to keep pushing forward
5,decoupled,openai-4.1-mini,7,f20,7,named_entity,went for a walk at India Gate to clear her mind,YES,An invigorating walk around India Gate cleared her mind,YES,An invigorating walk around India Gate cleared her mind
5,decoupled,openai-4.1-mini,7,f21,7,quantitative,spent 4 hours finalizing her thesis outline,YES,four hours spent perfecting the thesis outline,YES,four hours spent perfecting the thesis outline
5,decoupled,openai-4.1-mini,7,f22,7,emotional,felt hopeful about completing her thesis on time,YES,"Hope blossomed as she looked ahead, “feeling hopeful about completing thesis on time”",YES,feeling hopeful about completing thesis on time
6,neutral,openai-4.1-mini,7,f01,1,relational,helped her mother adjust to her new living situation,YES,managing significant adjustments in their living arrangement,YES,managing significant adjustments in their living arrangement
6,neutral,openai-4.1-mini,7,f02,1,emotional,felt overwhelmed by the added responsibilities,NO,,YES,describing it as hectic and leaving her drained
6,neutral,openai-4.1-mini,7,f03,1,quantitative,worked a 12-hour night shift at the hospital,NO,,YES,completed a 10-hour night shift
6,neutral,openai-4.1-mini,7,f04,1,named_entity,went grocery shopping at Pingo Doce,NO,,YES,visited the local pharmacy to pick up medications
6,neutral,openai-4.1-mini,7,f05,2,relational,had a video call with her sister to discuss their mother's care,YES,coordinated with her sister via video call to arrange their mother’s care,YES,coordinated with her sister via video call to arrange their mother’s care
6,neutral,openai-4.1-mini,7,f06,2,emotional,felt grateful for her sister's support,YES,This collaboration provided valuable support and increased Star’s hopefulness,YES,expressed gratitude for these bonding experiences
6,neutral,openai-4.1-mini,7,f07,2,quantitative,spent 45 minutes preparing dinner for her mother,NO,,YES,prepared a vegetable stew for dinner
6,neutral,openai-4.1-mini,7,f08,3,named_entity,attended a staff meeting at Hospital de Santa Maria,YES,attended a morning staff meeting at the hospital discussing updates to patient care protocols,YES,attended a morning staff meeting at the hospital
6,neutral,openai-4.1-mini,7,f09,3,relational,talked with her colleague Maria about patient care,YES,discussing updates to patient care protocols for elderly patients with colleague Maria,YES,discussing updates to patient care protocols for elderly patients with colleague Maria
6,neutral,openai-4.1-mini,7,f10,3,emotional,felt exhausted after a long shift,YES,describing it as hectic and leaving her drained,YES,describing it as hectic and leaving her drained
6,neutral,openai-4.1-mini,7,f11,4,quantitative,ran 5 kilometers in the morning,YES,incorporated personal wellness by running 5 kilometers in the morning,YES,incorporated personal wellness by running 5 kilometers in the morning
6,neutral,openai-4.1-mini,7,f12,4,emotional,felt energized after exercising,YES,feeling energized and uplifted by the exercise,YES,feeling energized and uplifted by the exercise
6,neutral,openai-4.1-mini,7,f13,4,relational,spent quality time watching a movie with her mother,YES,spent quality time with her mother watching a lighthearted classic movie,YES,spent quality time with her mother watching a lighthearted classic movie
6,neutral,openai-4.1-mini,7,f14,5,named_entity,visited the local pharmacy to pick up her mother's medications,YES,visited the local pharmacy to pick up medications,YES,visited the local pharmacy to pick up medications
6,neutral,openai-4.1-mini,7,f15,5,quantitative,worked a 10-hour night shift,YES,completed a 10-hour night shift,YES,completed a 10-hour night shift
6,neutral,openai-4.1-mini,7,f16,5,emotional,felt anxious about her mother's health,YES,remained worried about her mother’s health and adjustment,YES,remained worried about her mother’s health and adjustment
6,neutral,openai-4.1-mini,7,f17,6,relational,had a long conversation with her mother about family history,YES,having a long conversation with her mother about family history,YES,having a long conversation with her mother about family history
6,neutral,openai-4.1-mini,7,f18,6,emotional,felt a sense of connection with her mother's stories,YES,deepened Star’s appreciation for her mother’s resilience and strengthened their bond,YES,deepened Star’s appreciation for her mother’s resilience
6,neutral,openai-4.1-mini,7,f19,6,quantitative,spent 30 minutes organizing the living room,YES,spent about 30 minutes organizing the living room,YES,spent about 30 minutes organizing the living room
6,neutral,openai-4.1-mini,7,f20,7,named_entity,attended a yoga class at a local studio,YES,attended a yoga class at a local studio,YES,attended a yoga class at a local studio
6,neutral,openai-4.1-mini,7,f21,7,emotional,felt relaxed after the class,YES,finding it refreshing and relaxing,YES,finding it refreshing and relaxing
6,neutral,openai-4.1-mini,7,f22,7,relational,planned a family dinner with her sister for the following week,YES,planning a family dinner with her sister for the following week,YES,planning a family dinner with her sister for the following week
6,stylized,openai-4.1-mini,7,f01,1,relational,helped her mother adjust to her new living situation,NO,,YES,after days steeped in caregiving and soul-baring conversations with her mother
6,stylized,openai-4.1-mini,7,f02,1,emotional,felt overwhelmed by the added responsibilities,NO,,NO,
6,stylized,openai-4.1-mini,7,f03,1,quantitative,worked a 12-hour night shift at the hospital,NO,,NO,
6,stylized,openai-4.1-mini,7,f04,1,named_entity,went grocery shopping at Pingo Doce,NO,,NO,
6,stylized,openai-4.1-mini,7,f05,2,relational,had a video call with her sister to discuss their mother's care,NO,,YES,orchestrating a family dinner with her sister next week
6,stylized,openai-4.1-mini,7,f06,2,emotional,felt grateful for her sister's support,NO,,NO,
6,stylized,openai-4.1-mini,7,f07,2,quantitative,spent 45 minutes preparing dinner for her mother,NO,,NO,
6,stylized,openai-4.1-mini,7,f08,3,named_entity,attended a staff meeting at Hospital de Santa Maria,NO,,NO,
6,stylized,openai-4.1-mini,7,f09,3,relational,talked with her colleague Maria about patient care,NO,,NO,
6,stylized,openai-4.1-mini,7,f10,3,emotional,felt exhausted after a long shift,NO,,NO,
6,stylized,openai-4.1-mini,7,f11,4,quantitative,ran 5 kilometers in the morning,NO,,NO,
6,stylized,openai-4.1-mini,7,f12,4,emotional,felt energized after exercising,YES,yoga class that left her visibly renewed,NO,
6,stylized,openai-4.1-mini,7,f13,4,relational,spent quality time watching a movie with her mother,NO,,NO,
6,stylized,openai-4.1-mini,7,f14,5,named_entity,visited the local pharmacy to pick up her mother's medications,NO,,NO,
6,stylized,openai-4.1-mini,7,f15,5,quantitative,worked a 10-hour night shift,NO,,NO,
6,stylized,openai-4.1-mini,7,f16,5,emotional,felt anxious about her mother's health,NO,,NO,
6,stylized,openai-4.1-mini,7,f17,6,relational,had a long conversation with her mother about family history,NO,,NO,
6,stylized,openai-4.1-mini,7,f18,6,emotional,felt a sense of connection with her mother's stories,NO,,NO,
6,stylized,openai-4.1-mini,7,f19,6,quantitative,spent 30 minutes organizing the living room,NO,,NO,
6,stylized,openai-4.1-mini,7,f20,7,named_entity,attended a yoga class at a local studio,YES,yoga class that left her visibly renewed,NO,
6,stylized,openai-4.1-mini,7,f21,7,emotional,felt relaxed after the class,YES,yoga class that left her visibly renewed,YES,left her visibly renewed
6,stylized,openai-4.1-mini,7,f22,7,relational,planned a family dinner with her sister for the following week,YES,orchestrating a family dinner with her sister next week,YES,orchestrating a family dinner with her sister next week
6,decoupled,openai-4.1-mini,7,f01,1,relational,helped her mother adjust to her new living situation,NO,,YES,trying to help her feel at home
6,decoupled,openai-4.1-mini,7,f02,1,emotional,felt overwhelmed by the added responsibilities,YES,"“Honestly, I’ve felt a bit overwhelmed,” she admitted",YES,I’ve felt a bit overwhelmed
6,decoupled,openai-4.1-mini,7,f03,1,quantitative,worked a 12-hour night shift at the hospital,YES,“I work a 12-hour night shift at the hospital”,YES,I work a 12-hour night shift at the hospital
